country,year,operation,hazard_type,waste,tonnes,operation_label
DK,2016,DSP_L,HAZ_NHAZ,TOTAL,5462997.0,Landfill Disposal
DK,2018,DSP_L,HAZ_NHAZ,TOTAL,1085007.0,Landfill Disposal
DK,2020,DSP_L,HAZ_NHAZ,TOTAL,1288658.0,Landfill Disposal
DK,2022,DSP_L,HAZ_NHAZ,TOTAL,1463762.0,Landfill Disposal
EE,2004,DSP_L,HAZ_NHAZ,TOTAL,11532595.0,Landfill Disposal
EE,2006,DSP_L,HAZ_NHAZ,TOTAL,10972251.0,Landfill Disposal
EE,2008,DSP_L,HAZ_NHAZ,TOTAL,11675147.0,Landfill Disposal
EE,2010,DSP_L,HAZ_NHAZ,TOTAL,11661434.0,Landfill Disposal
EE,2012,DSP_L,HAZ_NHAZ,TOTAL,8162155.0,Landfill Disposal
EE,2014,DSP_L,HAZ_NHAZ,TOTAL,13607169.0,Landfill Disposal
EE,2016,DSP_L,HAZ_NHAZ,TOTAL,12860063.0,Landfill Disposal
EE,2018,DSP_L,HAZ_NHAZ,TOTAL,13239255.0,Landfill Disposal
EE,2020,DSP_L,HAZ_NHAZ,TOTAL,6010116.0,Landfill Disposal
EE,2022,DSP_L,HAZ_NHAZ,TOTAL,7436083.0,Landfill Disposal
EL,2004,DSP_L,HAZ_NHAZ,TOTAL,21402453.0,Landfill Disposal
EL,2006,DSP_L,HAZ_NHAZ,TOTAL,38432280.0,Landfill Disposal
EL,2008,DSP_L,HAZ_NHAZ,TOTAL,59454976.0,Landfill Disposal
EL,2010,DSP_L,HAZ_NHAZ,TOTAL,56985542.0,Landfill Disposal
EL,2012,DSP_L,HAZ_NHAZ,TOTAL,60883840.0,Landfill Disposal
EL,2014,DSP_L,HAZ_NHAZ,TOTAL,57675553.0,Landfill Disposal
EL,2016,DSP_L,HAZ_NHAZ,TOTAL,64758005.0,Landfill Disposal
EL,2018,DSP_L,HAZ_NHAZ,TOTAL,34816842.0,Landfill Disposal
EL,2020,DSP_L,HAZ_NHAZ,TOTAL,13842515.0,Landfill Disposal
EL,2022,DSP_L,HAZ_NHAZ,TOTAL,11699471.0,Landfill Disposal
ES,2004,DSP_L,HAZ_NHAZ,TOTAL,99165213.0,Landfill Disposal
ES,2006,DSP_L,HAZ_NHAZ,TOTAL,95312129.0,Landfill Disposal
ES,2008,DSP_L,HAZ_NHAZ,TOTAL,64035818.0,Landfill Disposal
ES,2010,DSP_L,HAZ_NHAZ,TOTAL,49428286.0,Landfill Disposal
ES,2012,DSP_L,HAZ_NHAZ,TOTAL,47789115.0,Landfill Disposal
ES,2014,DSP_L,HAZ_NHAZ,TOTAL,49514034.0,Landfill Disposal
ES,2016,DSP_L,HAZ_NHAZ,TOTAL,57246541.0,Landfill Disposal
ES,2018,DSP_L,HAZ_NHAZ,TOTAL,58805403.0,Landfill Disposal
ES,2020,DSP_L,HAZ_NHAZ,TOTAL,31143498.0,Landfill Disposal
ES,2022,DSP_L,HAZ_NHAZ,TOTAL,30993835.0,Landfill Disposal
FI,2004,DSP_L,HAZ_NHAZ,TOTAL,40252515.0,Landfill Disposal
FI,2006,DSP_L,HAZ_NHAZ,TOTAL,37430443.0,Landfill Disposal
FI,2008,DSP_L,HAZ_NHAZ,TOTAL,42188638.0,Landfill Disposal
FI,2010,DSP_L,HAZ_NHAZ,TOTAL,63084329.0,Landfill Disposal
FI,2012,DSP_L,HAZ_NHAZ,TOTAL,47801661.0,Landfill Disposal
FI,2014,DSP_L,HAZ_NHAZ,TOTAL,75034279.0,Landfill Disposal
FI,2016,DSP_L,HAZ_NHAZ,TOTAL,110410717.0,Landfill Disposal
FI,2018,DSP_L,HAZ_NHAZ,TOTAL,102836184.0,Landfill Disposal
FI,2020,DSP_L,HAZ_NHAZ,TOTAL,70881512.0,Landfill Disposal
FI,2022,DSP_L,HAZ_NHAZ,TOTAL,63075278.0,Landfill Disposal
FR,2004,DSP_L,HAZ_NHAZ,TOTAL,92727415.0,Landfill Disposal
FR,2006,DSP_L,HAZ_NHAZ,TOTAL,98081190.0,Landfill Disposal
FR,2008,DSP_L,HAZ_NHAZ,TOTAL,106864032.0,Landfill Disposal
FR,2010,DSP_L,HAZ_NHAZ,TOTAL,109722462.0,Landfill Disposal
FR,2012,DSP_L,HAZ_NHAZ,TOTAL,104225790.0,Landfill Disposal
FR,2014,DSP_L,HAZ_NHAZ,TOTAL,86928465.0,Landfill Disposal
FR,2016,DSP_L,HAZ_NHAZ,TOTAL,83272354.0,Landfill Disposal
FR,2018,DSP_L,HAZ_NHAZ,TOTAL,87005671.0,Landfill Disposal
FR,2020,DSP_L,HAZ_NHAZ,TOTAL,55847714.0,Landfill Disposal
FR,2022,DSP_L,HAZ_NHAZ,TOTAL,59032038.0,Landfill Disposal
HR,2004,DSP_L,HAZ_NHAZ,TOTAL,3260217.0,Landfill Disposal
HR,2006,DSP_L,HAZ_NHAZ,TOTAL,2057522.0,Landfill Disposal
HR,2008,DSP_L,HAZ_NHAZ,TOTAL,2578708.0,Landfill Disposal
HR,2010,DSP_L,HAZ_NHAZ,TOTAL,1629385.0,Landfill Disposal
HR,2012,DSP_L,HAZ_NHAZ,TOTAL,1909103.0,Landfill Disposal
HR,2014,DSP_L,HAZ_NHAZ,TOTAL,1751624.0,Landfill Disposal
HR,2016,DSP_L,HAZ_NHAZ,TOTAL,1755147.0,Landfill Disposal
HR,2018,DSP_L,HAZ_NHAZ,TOTAL,1581549.0,Landfill Disposal
HR,2020,DSP_L,HAZ_NHAZ,TOTAL,1421787.0,Landfill Disposal
HR,2022,DSP_L,HAZ_NHAZ,TOTAL,1667741.0,Landfill Disposal
HU,2004,DSP_L,HAZ_NHAZ,TOTAL,7269365.0,Landfill Disposal
HU,2006,DSP_L,HAZ_NHAZ,TOTAL,11120026.0,Landfill Disposal
HU,2008,DSP_L,HAZ_NHAZ,TOTAL,9684213.0,Landfill Disposal
HU,2010,DSP_L,HAZ_NHAZ,TOTAL,7357327.0,Landfill Disposal
HU,2012,DSP_L,HAZ_NHAZ,TOTAL,6841577.0,Landfill Disposal
HU,2014,DSP_L,HAZ_NHAZ,TOTAL,5392805.0,Landfill Disposal
HU,2016,DSP_L,HAZ_NHAZ,TOTAL,4778463.0,Landfill Disposal
HU,2018,DSP_L,HAZ_NHAZ,TOTAL,4141319.0,Landfill Disposal
HU,2020,DSP_L,HAZ_NHAZ,TOTAL,4199245.0,Landfill Disposal
HU,2022,DSP_L,HAZ_NHAZ,TOTAL,7705250.0,Landfill Disposal
IE,2004,DSP_L,HAZ_NHAZ,TOTAL,6404041.0,Landfill Disposal
IE,2006,DSP_L,HAZ_NHAZ,TOTAL,7074048.0,Landfill Disposal
IE,2008,DSP_L,HAZ_NHAZ,TOTAL,5662430.0,Landfill Disposal
IE,2010,DSP_L,HAZ_NHAZ,TOTAL,3778654.0,Landfill Disposal
IE,2012,DSP_L,HAZ_NHAZ,TOTAL,2820842.0,Landfill Disposal
IE,2014,DSP_L,HAZ_NHAZ,TOTAL,2317737.0,Landfill Disposal
IE,2016,DSP_L,HAZ_NHAZ,TOTAL,2930827.0,Landfill Disposal
IE,2018,DSP_L,HAZ_NHAZ,TOTAL,2098487.0,Landfill Disposal
IE,2020,DSP_L,HAZ_NHAZ,TOTAL,2813203.0,Landfill Disposal
IE,2022,DSP_L,HAZ_NHAZ,TOTAL,2584986.0,Landfill Disposal
IS,2004,DSP_L,HAZ_NHAZ,TOTAL,342000.0,Landfill Disposal
IS,2008,DSP_L,HAZ_NHAZ,TOTAL,264033.0,Landfill Disposal
IS,2010,DSP_L,HAZ_NHAZ,TOTAL,163574.0,Landfill Disposal
IS,2012,DSP_L,HAZ_NHAZ,TOTAL,160015.0,Landfill Disposal
IS,2014,DSP_L,HAZ_NHAZ,TOTAL,178797.0,Landfill Disposal
IS,2016,DSP_L,HAZ_NHAZ,TOTAL,215188.0,Landfill Disposal
IS,2018,DSP_L,HAZ_NHAZ,TOTAL,211881.0,Landfill Disposal
IS,2020,DSP_L,HAZ_NHAZ,TOTAL,188918.0,Landfill Disposal
IS,2022,DSP_L,HAZ_NHAZ,TOTAL,147445.0,Landfill Disposal
IT,2004,DSP_L,HAZ_NHAZ,TOTAL,37654558.0,Landfill Disposal
IT,2006,DSP_L,HAZ_NHAZ,TOTAL,31640415.0,Landfill Disposal
IT,2008,DSP_L,HAZ_NHAZ,TOTAL,32400749.0,Landfill Disposal
IT,2010,DSP_L,HAZ_NHAZ,TOTAL,25654846.0,Landfill Disposal
IT,2012,DSP_L,HAZ_NHAZ,TOTAL,23082830.0,Landfill Disposal
IT,2014,DSP_L,HAZ_NHAZ,TOTAL,20663607.0,Landfill Disposal
IT,2016,DSP_L,HAZ_NHAZ,TOTAL,19334485.0,Landfill Disposal
IT,2018,DSP_L,HAZ_NHAZ,TOTAL,18316557.0,Landfill Disposal
IT,2020,DSP_L,HAZ_NHAZ,TOTAL,15604666.0,Landfill Disposal
IT,2022,DSP_L,HAZ_NHAZ,TOTAL,14005592.0,Landfill Disposal
LT,2004,DSP_L,HAZ_NHAZ,TOTAL,3290154.0,Landfill Disposal
LT,2006,DSP_L,HAZ_NHAZ,TOTAL,3486758.0,Landfill Disposal
LT,2008,DSP_L,HAZ_NHAZ,TOTAL,3808793.0,Landfill Disposal
LT,2010,DSP_L,HAZ_NHAZ,TOTAL,3278375.0,Landfill Disposal
LT,2012,DSP_L,HAZ_NHAZ,TOTAL,3078834.0,Landfill Disposal
LT,2014,DSP_L,HAZ_NHAZ,TOTAL,3056842.0,Landfill Disposal
LT,2016,DSP_L,HAZ_NHAZ,TOTAL,2709312.0,Landfill Disposal
LT,2018,DSP_L,HAZ_NHAZ,TOTAL,2608049.0,Landfill Disposal
LT,2020,DSP_L,HAZ_NHAZ,TOTAL,2022248.0,Landfill Disposal
LT,2022,DSP_L,HAZ_NHAZ,TOTAL,835845.0,Landfill Disposal
LU,2004,DSP_L,HAZ_NHAZ,TOTAL,4666577.0,Landfill Disposal
LU,2006,DSP_L,HAZ_NHAZ,TOTAL,3634611.0,Landfill Disposal
LU,2008,DSP_L,HAZ_NHAZ,TOTAL,6147476.0,Landfill Disposal
LU,2010,DSP_L,HAZ_NHAZ,TOTAL,6104995.0,Landfill Disposal
LU,2012,DSP_L,HAZ_NHAZ,TOTAL,3506660.0,Landfill Disposal
LU,2014,DSP_L,HAZ_NHAZ,TOTAL,3266368.0,Landfill Disposal
LU,2016,DSP_L,HAZ_NHAZ,TOTAL,4410950.0,Landfill Disposal
LU,2018,DSP_L,HAZ_NHAZ,TOTAL,2479959.0,Landfill Disposal
LU,2020,DSP_L,HAZ_NHAZ,TOTAL,2228118.0,Landfill Disposal
LU,2022,DSP_L,HAZ_NHAZ,TOTAL,3242556.0,Landfill Disposal
LV,2004,DSP_L,HAZ_NHAZ,TOTAL,652697.0,Landfill Disposal
LV,2006,DSP_L,HAZ_NHAZ,TOTAL,683418.0,Landfill Disposal
LV,2008,DSP_L,HAZ_NHAZ,TOTAL,721280.0,Landfill Disposal
LV,2010,DSP_L,HAZ_NHAZ,TOTAL,622107.0,Landfill Disposal
LV,2012,DSP_L,HAZ_NHAZ,TOTAL,563058.0,Landfill Disposal
LV,2014,DSP_L,HAZ_NHAZ,TOTAL,550659.0,Landfill Disposal
LV,2016,DSP_L,HAZ_NHAZ,TOTAL,373460.0,Landfill Disposal
LV,2018,DSP_L,HAZ_NHAZ,TOTAL,460923.0,Landfill Disposal
LV,2020,DSP_L,HAZ_NHAZ,TOTAL,515265.0,Landfill Disposal
LV,2022,DSP_L,HAZ_NHAZ,TOTAL,357819.0,Landfill Disposal
ME,2012,DSP_L,HAZ_NHAZ,TOTAL,919148.0,Landfill Disposal
ME,2014,DSP_L,HAZ_NHAZ,TOTAL,953637.0,Landfill Disposal
ME,2016,DSP_L,HAZ_NHAZ,TOTAL,934801.0,Landfill Disposal
ME,2018,DSP_L,HAZ_NHAZ,TOTAL,973097.0,Landfill Disposal
ME,2020,DSP_L,HAZ_NHAZ,TOTAL,987488.0,Landfill Disposal
ME,2022,DSP_L,HAZ_NHAZ,TOTAL,926501.0,Landfill Disposal
MK,2008,DSP_L,HAZ_NHAZ,TOTAL,1179699.0,Landfill Disposal
MK,2010,DSP_L,HAZ_NHAZ,TOTAL,1771513.0,Landfill Disposal
MK,2012,DSP_L,HAZ_NHAZ,TOTAL,2517891.0,Landfill Disposal
MK,2014,DSP_L,HAZ_NHAZ,TOTAL,1388515.0,Landfill Disposal
MK,2018,DSP_L,HAZ_NHAZ,TOTAL,74959.0,Landfill Disposal
MK,2020,DSP_L,HAZ_NHAZ,TOTAL,900994.0,Landfill Disposal
MK,2022,DSP_L,HAZ_NHAZ,TOTAL,793108.0,Landfill Disposal
MT,2004,DSP_L,HAZ_NHAZ,TOTAL,2836930.0,Landfill Disposal
MT,2006,DSP_L,HAZ_NHAZ,TOTAL,2304366.0,Landfill Disposal
MT,2008,DSP_L,HAZ_NHAZ,TOTAL,1468837.0,Landfill Disposal
MT,2010,DSP_L,HAZ_NHAZ,TOTAL,867460.0,Landfill Disposal
MT,2012,DSP_L,HAZ_NHAZ,TOTAL,227320.0,Landfill Disposal
MT,2014,DSP_L,HAZ_NHAZ,TOTAL,233198.0,Landfill Disposal
MT,2016,DSP_L,HAZ_NHAZ,TOTAL,236792.0,Landfill Disposal
MT,2018,DSP_L,HAZ_NHAZ,TOTAL,275310.0,Landfill Disposal
MT,2020,DSP_L,HAZ_NHAZ,TOTAL,274969.0,Landfill Disposal
MT,2022,DSP_L,HAZ_NHAZ,TOTAL,286576.0,Landfill Disposal
NL,2004,DSP_L,HAZ_NHAZ,TOTAL,4290844.0,Landfill Disposal
NL,2006,DSP_L,HAZ_NHAZ,TOTAL,7028721.0,Landfill Disposal
NL,2008,DSP_L,HAZ_NHAZ,TOTAL,5268135.0,Landfill Disposal
NL,2010,DSP_L,HAZ_NHAZ,TOTAL,3728730.0,Landfill Disposal
NL,2012,DSP_L,HAZ_NHAZ,TOTAL,3943361.0,Landfill Disposal
NL,2014,DSP_L,HAZ_NHAZ,TOTAL,3784898.0,Landfill Disposal
NL,2016,DSP_L,HAZ_NHAZ,TOTAL,3100762.0,Landfill Disposal
NL,2018,DSP_L,HAZ_NHAZ,TOTAL,4306467.0,Landfill Disposal
NL,2020,DSP_L,HAZ_NHAZ,TOTAL,2558977.0,Landfill Disposal
NL,2022,DSP_L,HAZ_NHAZ,TOTAL,3116522.0,Landfill Disposal
NO,2004,DSP_L,HAZ_NHAZ,TOTAL,2392905.0,Landfill Disposal
NO,2006,DSP_L,HAZ_NHAZ,TOTAL,2203407.0,Landfill Disposal
NO,2008,DSP_L,HAZ_NHAZ,TOTAL,2389539.0,Landfill Disposal
NO,2010,DSP_L,HAZ_NHAZ,TOTAL,2170302.0,Landfill Disposal
NO,2012,DSP_L,HAZ_NHAZ,TOTAL,1299791.0,Landfill Disposal
NO,2014,DSP_L,HAZ_NHAZ,TOTAL,1837136.0,Landfill Disposal
NO,2016,DSP_L,HAZ_NHAZ,TOTAL,2149433.0,Landfill Disposal
NO,2018,DSP_L,HAZ_NHAZ,TOTAL,5206693.0,Landfill Disposal
NO,2020,DSP_L,HAZ_NHAZ,TOTAL,5174945.0,Landfill Disposal
NO,2022,DSP_L,HAZ_NHAZ,TOTAL,4623193.0,Landfill Disposal
PL,2004,DSP_L,HAZ_NHAZ,TOTAL,26104129.0,Landfill Disposal
PL,2006,DSP_L,HAZ_NHAZ,TOTAL,28599536.0,Landfill Disposal
PL,2008,DSP_L,HAZ_NHAZ,TOTAL,29146785.0,Landfill Disposal
PL,2010,DSP_L,HAZ_NHAZ,TOTAL,32561256.0,Landfill Disposal
PL,2012,DSP_L,HAZ_NHAZ,TOTAL,40634245.0,Landfill Disposal
PL,2014,DSP_L,HAZ_NHAZ,TOTAL,45397336.0,Landfill Disposal
PL,2016,DSP_L,HAZ_NHAZ,TOTAL,45619668.0,Landfill Disposal
PL,2018,DSP_L,HAZ_NHAZ,TOTAL,41520929.0,Landfill Disposal
PL,2020,DSP_L,HAZ_NHAZ,TOTAL,34799328.0,Landfill Disposal
PL,2022,DSP_L,HAZ_NHAZ,TOTAL,35292994.0,Landfill Disposal
PT,2004,DSP_L,HAZ_NHAZ,TOTAL,10948131.0,Landfill Disposal
PT,2006,DSP_L,HAZ_NHAZ,TOTAL,13232450.0,Landfill Disposal
PT,2008,DSP_L,HAZ_NHAZ,TOTAL,6983292.0,Landfill Disposal
PT,2010,DSP_L,HAZ_NHAZ,TOTAL,4503537.0,Landfill Disposal
PT,2012,DSP_L,HAZ_NHAZ,TOTAL,3863740.0,Landfill Disposal
PT,2014,DSP_L,HAZ_NHAZ,TOTAL,3929735.0,Landfill Disposal
PT,2016,DSP_L,HAZ_NHAZ,TOTAL,3351372.0,Landfill Disposal
PT,2018,DSP_L,HAZ_NHAZ,TOTAL,3546807.0,Landfill Disposal
PT,2020,DSP_L,HAZ_NHAZ,TOTAL,3816460.0,Landfill Disposal
PT,2022,DSP_L,HAZ_NHAZ,TOTAL,3910881.0,Landfill Disposal
RO,2004,DSP_L,HAZ_NHAZ,TOTAL,203032014.0,Landfill Disposal
RO,2006,DSP_L,HAZ_NHAZ,TOTAL,157065057.0,Landfill Disposal
RO,2008,DSP_L,HAZ_NHAZ,TOTAL,148947057.0,Landfill Disposal
RO,2010,DSP_L,HAZ_NHAZ,TOTAL,187407882.0,Landfill Disposal
RO,2012,DSP_L,HAZ_NHAZ,TOTAL,234140722.0,Landfill Disposal
RO,2014,DSP_L,HAZ_NHAZ,TOTAL,159724104.0,Landfill Disposal
RO,2016,DSP_L,HAZ_NHAZ,TOTAL,162092906.0,Landfill Disposal
RO,2018,DSP_L,HAZ_NHAZ,TOTAL,187660985.0,Landfill Disposal
RO,2020,DSP_L,HAZ_NHAZ,TOTAL,124490178.0,Landfill Disposal
RO,2022,DSP_L,HAZ_NHAZ,TOTAL,139320717.0,Landfill Disposal
RS,2010,DSP_L,HAZ_NHAZ,TOTAL,32447038.0,Landfill Disposal
RS,2012,DSP_L,HAZ_NHAZ,TOTAL,54122987.0,Landfill Disposal
RS,2014,DSP_L,HAZ_NHAZ,TOTAL,47967582.0,Landfill Disposal
RS,2016,DSP_L,HAZ_NHAZ,TOTAL,46606292.0,Landfill Disposal
RS,2018,DSP_L,HAZ_NHAZ,TOTAL,48730059.0,Landfill Disposal
RS,2020,DSP_L,HAZ_NHAZ,TOTAL,55534320.0,Landfill Disposal
RS,2022,DSP_L,HAZ_NHAZ,TOTAL,173513704.0,Landfill Disposal
SE,2004,DSP_L,HAZ_NHAZ,TOTAL,62066383.0,Landfill Disposal
SE,2006,DSP_L,HAZ_NHAZ,TOTAL,64372459.0,Landfill Disposal
SE,2008,DSP_L,HAZ_NHAZ,TOTAL,62919839.0,Landfill Disposal
SE,2010,DSP_L,HAZ_NHAZ,TOTAL,47214200.0,Landfill Disposal
SE,2012,DSP_L,HAZ_NHAZ,TOTAL,78107950.0,Landfill Disposal
SE,2014,DSP_L,HAZ_NHAZ,TOTAL,85492846.0,Landfill Disposal
SE,2016,DSP_L,HAZ_NHAZ,TOTAL,53796993.0,Landfill Disposal
SE,2018,DSP_L,HAZ_NHAZ,TOTAL,53926746.0,Landfill Disposal
SE,2020,DSP_L,HAZ_NHAZ,TOTAL,58313305.0,Landfill Disposal
SI,2004,DSP_L,HAZ_NHAZ,TOTAL,1542112.0,Landfill Disposal
SI,2006,DSP_L,HAZ_NHAZ,TOTAL,1726256.0,Landfill Disposal
SI,2008,DSP_L,HAZ_NHAZ,TOTAL,1873137.0,Landfill Disposal
SI,2010,DSP_L,HAZ_NHAZ,TOTAL,1435883.0,Landfill Disposal
SI,2012,DSP_L,HAZ_NHAZ,TOTAL,638606.0,Landfill Disposal
SI,2014,DSP_L,HAZ_NHAZ,TOTAL,498902.0,Landfill Disposal
SI,2016,DSP_L,HAZ_NHAZ,TOTAL,333473.0,Landfill Disposal
SI,2018,DSP_L,HAZ_NHAZ,TOTAL,310136.0,Landfill Disposal
SI,2020,DSP_L,HAZ_NHAZ,TOTAL,360031.0,Landfill Disposal
SI,2022,DSP_L,HAZ_NHAZ,TOTAL,346828.0,Landfill Disposal
SK,2004,DSP_L,HAZ_NHAZ,TOTAL,4754960.0,Landfill Disposal
SK,2006,DSP_L,HAZ_NHAZ,TOTAL,6908794.0,Landfill Disposal
SK,2008,DSP_L,HAZ_NHAZ,TOTAL,4562127.0,Landfill Disposal
SK,2010,DSP_L,HAZ_NHAZ,TOTAL,3722260.0,Landfill Disposal
SK,2012,DSP_L,HAZ_NHAZ,TOTAL,3926753.0,Landfill Disposal
SK,2014,DSP_L,HAZ_NHAZ,TOTAL,3706156.0,Landfill Disposal
SK,2016,DSP_L,HAZ_NHAZ,TOTAL,3735915.0,Landfill Disposal
SK,2018,DSP_L,HAZ_NHAZ,TOTAL,3350144.0,Landfill Disposal
SK,2020,DSP_L,HAZ_NHAZ,TOTAL,3012285.0,Landfill Disposal
SK,2022,DSP_L,HAZ_NHAZ,TOTAL,2905620.0,Landfill Disposal
TR,2004,DSP_L,HAZ_NHAZ,TOTAL,42113192.0,Landfill Disposal
TR,2006,DSP_L,HAZ_NHAZ,TOTAL,39191194.0,Landfill Disposal
TR,2008,DSP_L,HAZ_NHAZ,TOTAL,45189749.0,Landfill Disposal
TR,2010,DSP_L,HAZ_NHAZ,TOTAL,41704350.0,Landfill Disposal
TR,2012,DSP_L,HAZ_NHAZ,TOTAL,53792079.0,Landfill Disposal
TR,2014,DSP_L,HAZ_NHAZ,TOTAL,55636255.0,Landfill Disposal
TR,2016,DSP_L,HAZ_NHAZ,TOTAL,66296856.0,Landfill Disposal
TR,2018,DSP_L,HAZ_NHAZ,TOTAL,85700206.0,Landfill Disposal
TR,2020,DSP_L,HAZ_NHAZ,TOTAL,103693113.0,Landfill Disposal
TR,2022,DSP_L,HAZ_NHAZ,TOTAL,111569744.0,Landfill Disposal
UK,2004,DSP_L,HAZ_NHAZ,TOTAL,111086988.0,Landfill Disposal
UK,2006,DSP_L,HAZ_NHAZ,TOTAL,111683072.0,Landfill Disposal
UK,2008,DSP_L,HAZ_NHAZ,TOTAL,99809964.0,Landfill Disposal
UK,2010,DSP_L,HAZ_NHAZ,TOTAL,50706959.0,Landfill Disposal
UK,2012,DSP_L,HAZ_NHAZ,TOTAL,48566589.0,Landfill Disposal
UK,2014,DSP_L,HAZ_NHAZ,TOTAL,48177991.0,Landfill Disposal
UK,2016,DSP_L,HAZ_NHAZ,TOTAL,52271261.0,Landfill Disposal
UK,2018,DSP_L,HAZ_NHAZ,TOTAL,50789152.0,Landfill Disposal
XK,2016,DSP_L,HAZ_NHAZ,TOTAL,395251.0,Landfill Disposal
XK,2020,DSP_L,HAZ_NHAZ,TOTAL,2409143.0,Landfill Disposal
XK,2022,DSP_L,HAZ_NHAZ,TOTAL,3212698.0,Landfill Disposal
AL,2014,DSP_L_OTH,HAZ_NHAZ,TOTAL,919205.0,Other Landfill
AL,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,769891.0,Other Landfill
AT,2004,DSP_L_OTH,HAZ_NHAZ,TOTAL,9748784.0,Other Landfill
AT,2006,DSP_L_OTH,HAZ_NHAZ,TOTAL,11472605.0,Other Landfill
AT,2008,DSP_L_OTH,HAZ_NHAZ,TOTAL,10705781.0,Other Landfill
AT,2010,DSP_L_OTH,HAZ_NHAZ,TOTAL,11756296.0,Other Landfill
AT,2012,DSP_L_OTH,HAZ_NHAZ,TOTAL,15995553.0,Other Landfill
AT,2014,DSP_L_OTH,HAZ_NHAZ,TOTAL,20797372.0,Other Landfill
AT,2016,DSP_L_OTH,HAZ_NHAZ,TOTAL,27544826.0,Other Landfill
AT,2018,DSP_L_OTH,HAZ_NHAZ,TOTAL,28794325.0,Other Landfill
AT,2020,DSP_L_OTH,HAZ_NHAZ,TOTAL,29633397.0,Other Landfill
AT,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,28189887.0,Other Landfill
BA,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,4589793.0,Other Landfill
BE,2004,DSP_L_OTH,HAZ_NHAZ,TOTAL,4269669.0,Other Landfill
BE,2006,DSP_L_OTH,HAZ_NHAZ,TOTAL,2770704.0,Other Landfill
BE,2008,DSP_L_OTH,HAZ_NHAZ,TOTAL,3050003.0,Other Landfill
BE,2010,DSP_L_OTH,HAZ_NHAZ,TOTAL,2913704.0,Other Landfill
BE,2012,DSP_L_OTH,HAZ_NHAZ,TOTAL,2929843.0,Other Landfill
BE,2014,DSP_L_OTH,HAZ_NHAZ,TOTAL,2665406.0,Other Landfill
BE,2016,DSP_L_OTH,HAZ_NHAZ,TOTAL,2768296.0,Other Landfill
BE,2018,DSP_L_OTH,HAZ_NHAZ,TOTAL,3812115.0,Other Landfill
BE,2020,DSP_L_OTH,HAZ_NHAZ,TOTAL,3461966.0,Other Landfill
BE,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,3562465.0,Other Landfill
BG,2004,DSP_L_OTH,HAZ_NHAZ,TOTAL,192750164.0,Other Landfill
BG,2006,DSP_L_OTH,HAZ_NHAZ,TOTAL,156119523.0,Other Landfill
BG,2008,DSP_L_OTH,HAZ_NHAZ,TOTAL,158305613.0,Other Landfill
BG,2010,DSP_L_OTH,HAZ_NHAZ,TOTAL,157886286.0,Other Landfill
BG,2012,DSP_L_OTH,HAZ_NHAZ,TOTAL,156777246.0,Other Landfill
BG,2014,DSP_L_OTH,HAZ_NHAZ,TOTAL,171932361.0,Other Landfill
BG,2016,DSP_L_OTH,HAZ_NHAZ,TOTAL,110326342.0,Other Landfill
BG,2018,DSP_L_OTH,HAZ_NHAZ,TOTAL,114575526.0,Other Landfill
BG,2020,DSP_L_OTH,HAZ_NHAZ,TOTAL,100847706.0,Other Landfill
BG,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,72088950.0,Other Landfill
CY,2004,DSP_L_OTH,HAZ_NHAZ,TOTAL,856662.0,Other Landfill
CY,2006,DSP_L_OTH,HAZ_NHAZ,TOTAL,1042598.0,Other Landfill
CY,2008,DSP_L_OTH,HAZ_NHAZ,TOTAL,1075682.0,Other Landfill
CY,2010,DSP_L_OTH,HAZ_NHAZ,TOTAL,975845.0,Other Landfill
CY,2012,DSP_L_OTH,HAZ_NHAZ,TOTAL,1448288.0,Other Landfill
CY,2014,DSP_L_OTH,HAZ_NHAZ,TOTAL,1095728.0,Other Landfill
CY,2016,DSP_L_OTH,HAZ_NHAZ,TOTAL,1146325.0,Other Landfill
CY,2018,DSP_L_OTH,HAZ_NHAZ,TOTAL,1009584.0,Other Landfill
CY,2020,DSP_L_OTH,HAZ_NHAZ,TOTAL,626551.0,Other Landfill
CY,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,472797.0,Other Landfill
CZ,2004,DSP_L_OTH,HAZ_NHAZ,TOTAL,5957036.0,Other Landfill
CZ,2006,DSP_L_OTH,HAZ_NHAZ,TOTAL,4909428.0,Other Landfill
CZ,2008,DSP_L_OTH,HAZ_NHAZ,TOTAL,4797653.0,Other Landfill
CZ,2010,DSP_L_OTH,HAZ_NHAZ,TOTAL,4204004.0,Other Landfill
CZ,2012,DSP_L_OTH,HAZ_NHAZ,TOTAL,3670423.0,Other Landfill
CZ,2014,DSP_L_OTH,HAZ_NHAZ,TOTAL,3434784.0,Other Landfill
CZ,2016,DSP_L_OTH,HAZ_NHAZ,TOTAL,3804446.0,Other Landfill
CZ,2018,DSP_L_OTH,HAZ_NHAZ,TOTAL,3617896.0,Other Landfill
CZ,2020,DSP_L_OTH,HAZ_NHAZ,TOTAL,3872854.0,Other Landfill
CZ,2022,DSP_L_OTH,HAZ_NHAZ,TOTAL,4544537.0,Other Landfill
